Thailand,Solar,2474.83,141
Thailand,Wind,370.3,2
Togo,Hydro,253.74,1
Togo,Oil,9.22,1
Trinidad and Tobago,Gas,11436.130000000001,4
Trinidad and Tobago,Oil,694.59,2
Tunisia,Gas,27433.96,19
Tunisia,Hydro,87.86,6
Tunisia,Wind,310.8,2
Turkey,Coal,99173.79,24
Turkey,Gas,101921.61,21
Turkey,Hydro,53651.340000000004,28
Turkey,Oil,465.29999999999995,3
Turkey,Solar,1341.75,68
Turkey,Wind,1059.89,8
Turkmenistan,Gas,4638.54,5
Turkmenistan,Oil,0.0,2
Uganda,Hydro,2547.77,6
Uganda,Solar,99.02,3
Ukraine,Coal,52739.15,21
Ukraine,Gas,4217.9,2
Ukraine,Hydro,14301.52,10
Ukraine,Nuclear,85298.53,4
Ukraine,Solar,1099.04,27
United Arab Emirates,Gas,138219.44,24
United Arab Emirates,Solar,1873.6299999999999,6
United Kingdom,Coal,18677.47,8
United Kingdom,Gas,138813.11000000002,55
United Kingdom,Hydro,16507.969999999998,119
United Kingdom,Nuclear,58930.48,8
United Kingdom,Oil,202.07999999999998,11
United Kingdom,Solar,13191.77,1170
United Kingdom,Waste,1824.44,329
United Kingdom,Wind,58488.68,780
United States of America,Coal,1150861.91,286
United States of America,Gas,1926994.19,1818
United States of America,Geothermal,21022.26,65
United States of America,Hydro,300321.72,1449
United States of America,Nuclear,826910.84,58
United States of America,Oil,21764.48,876
United States of America,Other,11288.300000000001,16
United States of America,Solar,73706.07,3283
United States of America,Waste,1766.91,541
United States of America,Wind,318528.56,1139
Uruguay,Hydro,7532.69,4
Uruguay,Oil,57.58,4
Uruguay,Solar,424.92,13
Uruguay,Wind,3441.29,39
Uzbekistan,Coal,2362.1,2
Uzbekistan,Gas,47884.399999999994,6
Uzbekistan,Hydro,5186.74,6
Uzbekistan,Oil,121.55,1
Uzbekistan,Solar,177.96,1
Venezuela,Gas,32982.81,34
Venezuela,Hydro,74487.18000000001,9
Vietnam,Coal,70339.02,24
Vietnam,Gas,60848.990000000005,9
Vietnam,Hydro,43331.67,174
Vietnam,Oil,395.05,6
Vietnam,Solar,2743.49,16
Vietnam,Wind,376.08,5
Yemen,Gas,1422.82,1
Yemen,Oil,1384.51,6
Zambia,Coal,2131.66,1
Zambia,Hydro,9967.279999999999,5
Zambia,Oil,623.38,7
Zambia,Solar,121.28,1
Zimbabwe,Coal,2785.1,1
Zimbabwe,Hydro,3960.24,1
